team,gender,senior_year,youth_level,youth_year,status
Ecuador,m,2022,u20,2017,ingested
England,m,2022,u20,2017,ingested
France,m,2022,u20,2017,ingested
Germany,m,2022,u20,2017,ingested
Ghana,m,2022,u20,2017,not_qualified
Iran,m,2022,u20,2017,ingested
Japan,m,2022,u20,2017,ingested
Mexico,m,2022,u20,2017,ingested
Morocco,m,2022,u20,2017,not_qualified
Netherlands,m,2022,u20,2017,not_qualified
Poland,m,2022,u20,2017,not_qualified
Portugal,m,2022,u20,2017,ingested
Qatar,m,2022,u20,2017,not_qualified
Saudi Arabia,m,2022,u20,2017,ingested
Senegal,m,2022,u20,2017,ingested
Serbia,m,2022,u20,2017,not_qualified
South Korea,m,2022,u20,2017,ingested
Spain,m,2022,u20,2017,not_qualified
Switzerland,m,2022,u20,2017,not_qualified
Tunisia,m,2022,u20,2017,not_qualified
United States,m,2022,u20,2017,ingested
Uruguay,m,2022,u20,2017,ingested
Wales,m,2022,u20,2017,not_qualified
Argentina,m,2022,u17,2011,ingested
Australia,m,2022,u17,2011,ingested
Belgium,m,2022,u17,2011,not_qualified
Brazil,m,2022,u17,2011,ingested
Cameroon,m,2022,u17,2011,not_qualified
Canada,m,2022,u17,2011,ingested
Costa Rica,m,2022,u17,2011,not_qualified
Croatia,m,2022,u17,2011,not_qualified
Denmark,m,2022,u17,2011,ingested
Ecuador,m,2022,u17,2011,ingested
England,m,2022,u17,2011,ingested
France,m,2022,u17,2011,ingested
Germany,m,2022,u17,2011,ingested
Ghana,m,2022,u17,2011,not_qualified
Iran,m,2022,u17,2011,not_qualified
Japan,m,2022,u17,2011,ingested
Mexico,m,2022,u17,2011,ingested
Morocco,m,2022,u17,2011,not_qualified
Netherlands,m,2022,u17,2011,ingested
Poland,m,2022,u17,2011,not_qualified
Portugal,m,2022,u17,2011,not_qualified
Qatar,m,2022,u17,2011,not_qualified
Saudi Arabia,m,2022,u17,2011,not_qualified
Senegal,m,2022,u17,2011,not_qualified
Serbia,m,2022,u17,2011,not_qualified
South Korea,m,2022,u17,2011,not_qualified
Spain,m,2022,u17,2011,not_qualified
Switzerland,m,2022,u17,2011,not_qualified
Tunisia,m,2022,u17,2011,not_qualified
United States,m,2022,u17,2011,ingested
Uruguay,m,2022,u17,2011,ingested
Wales,m,2022,u17,2011,not_qualified
Argentina,m,2022,u17,2013,ingested
Australia,m,2022,u17,2013,not_qualified
Belgium,m,2022,u17,2013,not_qualified
Brazil,m,2022,u17,2013,ingested
Cameroon,m,2022,u17,2013,not_qualified
Canada,m,2022,u17,2013,ingested
Costa Rica,m,2022,u17,2013,not_qualified
Croatia,m,2022,u17,2013,ingested
Denmark,m,2022,u17,2013,not_qualified
Ecuador,m,2022,u17,2013,not_qualified
England,m,2022,u17,2013,not_qualified
France,m,2022,u17,2013,not_qualified
Germany,m,2022,u17,2013,not_qualified
Ghana,m,2022,u17,2013,not_qualified
Iran,m,2022,u17,2013,ingested
Japan,m,2022,u17,2013,ingested
Mexico,m,2022,u17,2013,ingested
Morocco,m,2022,u17,2013,ingested
Netherlands,m,2022,u17,2013,not_qualified
Poland,m,2022,u17,2013,not_qualified
Portugal,m,2022,u17,2013,not_qualified
Qatar,m,2022,u17,2013,not_qualified
Saudi Arabia,m,2022,u17,2013,not_qualified
Senegal,m,2022,u17,2013,not_qualified
Serbia,m,2022,u17,2013,not_qualified
South Korea,m,2022,u17,2013,not_qualified
Spain,m,2022,u17,2013,not_qualified
Switzerland,m,2022,u17,2013,not_qualified
Tunisia,m,2022,u17,2013,ingested
United States,m,2022,u17,2013,not_qualified
Uruguay,m,2022,u17,2013,ingested
Wales,m,2022,u17,2013,not_qualified
Argentina,m,2022,u17,2015,ingested
Australia,m,2022,u17,2015,ingested
Belgium,m,2022,u17,2015,ingested
Brazil,m,2022,u17,2015,ingested
Cameroon,m,2022,u17,2015,not_qualified
Canada,m,2022,u17,2015,not_qualified
Costa Rica,m,2022,u17,2015,ingested
Croatia,m,2022,u17,2015,ingested
Denmark,m,2022,u17,2015,not_qualified
Ecuador,m,2022,u17,2015,ingested
England,m,2022,u17,2015,ingested
France,m,2022,u17,2015,ingested
Germany,m,2022,u17,2015,ingested
Ghana,m,2022,u17,2015,not_qualified
Iran,m,2022,u17,2015,not_qualified
Japan,m,2022,u17,2015,not_qualified
Mexico,m,2022,u17,2015,ingested
Morocco,m,2022,u17,2015,not_qualified
Netherlands,m,2022,u17,2015,not_qualified
Poland,m,2022,u17,2015,not_qualified
Portugal,m,2022,u17,2015,not_qualified
Qatar,m,2022,u17,2015,not_qualified
Saudi Arabia,m,2022,u17,2015,not_qualified
Senegal,m,2022,u17,2015,not_qualified
Serbia,m,2022,u17,2015,not_qualified
South Korea,m,2022,u17,2015,ingested
Spain,m,2022,u17,2015,not_qualified
Switzerland,m,2022,u17,2015,not_qualified
Tunisia,m,2022,u17,2015,not_qualified
United States,m,2022,u17,2015,ingested
Uruguay,m,2022,u17,2015,not_qualified
Wales,m,2022,u17,2015,not_qualified
Argentina,m,2022,u17,2017,not_qualified
Australia,m,2022,u17,2017,not_qualified
Belgium,m,2022,u17,2017,not_qualified
Brazil,m,2022,u17,2017,ingested
Cameroon,m,2022,u17,2017,not_qualified
Canada,m,2022,u17,2017,not_qualified
Costa Rica,m,2022,u17,2017,ingested
Croatia,m,2022,u17,2017,not_qualified
Denmark,m,2022,u17,2017,not_qualified
Ecuador,m,2022,u17,2017,not_qualified
England,m,2022,u17,2017,ingested
France,m,2022,u17,2017,ingested
Germany,m,2022,u17,2017,ingested
Ghana,m,2022,u17,2017,ingested
Iran,m,2022,u17,2017,ingested
Japan,m,2022,u17,2017,ingested
Mexico,m,2022,u17,2017,ingested
Morocco,m,2022,u17,2017,not_qualified
Netherlands,m,2022,u17,2017,not_qualified
Poland,m,2022,u17,2017,not_qualified
Portugal,m,2022,u17,2017,not_qualified
Qatar,m,2022,u17,2017,not_qualified
Saudi Arabia,m,2022,u17,2017,not_qualified
Senegal,m,2022,u17,2017,not_qualified
Serbia,m,2022,u17,2017,not_qualified
South Korea,m,2022,u17,2017,not_qualified
Spain,m,2022,u17,2017,ingested
Switzerland,m,2022,u17,2017,not_qualified
Tunisia,m,2022,u17,2017,not_qualified
United States,m,2022,u17,2017,ingested
Uruguay,m,2022,u17,2017,not_qualified
Wales,m,2022,u17,2017,not_qualified
